Mixture	Neutrophils	Fibroblasts	Melanoma	Macrophage	Keratinocytes	CD4_T	CD8_T	Endothelial	P-value	Correlation	RMSE
GSM198875	0.103004475726393	0.203563321679036	0	0.0841242627220545	0.573763653693266	0.00594218836252661	0	0.0296020978167233	9999	0.516849742278296	0.877957421944553
GSM198876	0.0762742460133388	0.0995796538199479	0	0.0922947191346486	0.718142095294832	0	0	0.0137092857372325	9999	0.59333125948039	0.843220844677007
D_0_3_62	0.0823496600578059	0.148953213438499	0.00261539915963396	0.091132310363949	0.674949416980112	0	0	0	9999	0.566701672479071	0.856613635162024
D_0_3_23	0.0932460849019224	0.135021504806928	0.0453106615042689	0.137951656110584	0.575216884987368	0	0	0.013253207688929	9999	0.478995214337775	0.892441165526052
D_0_3_69	0.111275089647724	0.160079939691446	0	0.130393619224044	0.593967267191734	0	0	0.00428408424505172	9999	0.485456331414769	0.885272201607128
D_0_3_26	0.091295193000647	0.0976486011219837	0	0.142094672949152	0.668961532928217	0	0	0	9999	0.506082609023143	0.877079056139587
D_0_3_67	0.0975546544801697	0.158488677529849	0	0.146987420101719	0.596969247888262	0	0	0	9999	0.54910678412258	0.862851987613404
D_0_3_188	0.107419173056455	0.126642714488315	0	0.127352429447816	0.629043388350242	0	0	0.00954229465717221	9999	0.537852394508348	0.863281160883292
D_0_3_122	0.101690443004797	0.128967909903764	0	0.11494493557889	0.646944797710297	0	0	0.00745191380225356	9999	0.52502969964505	0.869428594885618
D_0_3_160	0.0912363292714646	0.11114423087877	0	0.0992447380846313	0.691928877469295	0	0	0.00644582429583913	9999	0.560855721820178	0.854750649023618
D_0_3_88	0.108324529491579	0.0979672702339447	0.000461293002946981	0.121709027967795	0.668911671695449	0	0	0.0026262076082855	9999	0.503833674739818	0.875115944008519
D_0_3_121	0.0806362253013495	0.106216131629706	0	0.0924785755765457	0.707601318194804	0.0130677492975947	0	0	9999	0.588052053204805	0.844702843059281
D_0_3_146	0.101372436225452	0.0876836205546606	0	0.103948682353143	0.705690739234127	0	0	0.00130452163261717	9999	0.489035480570076	0.881455057806907
D_0_3_186	0.0919887177427791	0.11812761956473	0.00444460205188625	0.0770937574284331	0.705654828553959	0	0	0.0026904746582122	9999	0.564603624423596	0.852626058338534
D_0_3_8	0.0864144715831424	0.117789068390469	0	0.142189813253239	0.644286011494481	0	0	0.00932063527866981	9999	0.54325625452891	0.865207227281138
GSM198877	0.0817296266454485	0.109839869351438	0.000621455153323513	0.121388197720666	0.686420851129124	0	0	0	9999	0.527868275849604	0.870114934504736
D_0_3_5	0.115395972360424	0.125926438561572	0	0.148665389819553	0.603375999738816	0	0	0.0066361995196361	9999	0.499148692396616	0.877747755434404
D_0_3_74	0.0647536247035763	0.0945239052659659	0	0.112335263187424	0.724595561256505	0	0	0.00379164558652859	9999	0.571723931347013	0.853392642168017
D_0_3_135	0.0881586872612289	0.157664733847527	0.0021737091600357	0.125952658555031	0.626050211176177	0	0	0	9999	0.525772650817457	0.873553068947609
D_0_3_68	0.110791375985867	0.105060584617141	0	0.129236366492269	0.653960472174821	0	0	0.000951200729901607	9999	0.560659670166537	0.850728828155275
D_0_3_180	0.0988776261645963	0.146128089268702	0.00128399516723359	0.102738136633183	0.623815838638144	0.00483667869883015	0	0.0223196354293109	9999	0.536321705890845	0.867730885116705
D_0_3_16	0.0985882794141413	0.143317422444055	0	0.110005858309686	0.619144225651188	0.00803546461617967	0	0.0209087495647502	9999	0.477500903162487	0.890557024975447
D_0_3_181	0.0793987612046829	0.13004845795727	0.00216082486700757	0.0988101949989181	0.677847161574998	0	0	0.0117345993971232	9999	0.542821695371444	0.866439078536135
D_0_3_83	0.108412103907436	0.105668861527649	0	0.10672831924847	0.670592225533478	0	0	0.00859848978296602	9999	0.546149340479761	0.857548061024329
D_0_3_24	0.0985167109173285	0.150696070523331	0	0.119037262225469	0.631373451943579	0	0	0.000376504390292743	9999	0.524189213458167	0.871360868817985
D_0_3_10	0.118631245705446	0.103880388847593	0	0.118760942319681	0.656432689422759	0	0	0.00229473370452165	9999	0.485131594196672	0.881678276191655
D_0_3_154	0.0922648252927318	0.184008124007345	0	0.111648408918247	0.600293814046685	0	0	0.011784827734991	9999	0.548131618819179	0.866498598421653
D_0_3_11	0.0902847344942929	0.15097091334763	0	0.112218167015232	0.638127487666578	0	0	0.00839869747626635	9999	0.542295994711833	0.866365676240703
D_0_3_132	0.0923047796878946	0.120620998699896	0	0.121554637529136	0.665519584083073	0	0	0	9999	0.515492931415048	0.874078939763032
D_0_3_175	0.0863465667536678	0.103828728663499	0.011877520148406	0.0850649520317221	0.698405547115673	0	0	0.014476685287032	9999	0.546535926089818	0.862055234516642
D_0_3_85	0.0813852946448773	0.106160020522133	0	0.128539126585146	0.681071615522228	0	0	0.00284394272561564	9999	0.554763487760671	0.859506526879453
D_0_3_109	0.0841076611544241	0.151969728146568	0	0.12748817996212	0.635446208374918	0	0	0.000988222361970489	9999	0.570074083638972	0.856740948020262
D_0_3_89	0.0780081264931096	0.107229457299624	0.00570783923140319	0.113464571564382	0.684185927314805	0	0	0.0114040780966757	9999	0.587773866791982	0.847656730905792
D_0_3_70	0.0922343372552122	0.105514694564522	0	0.0993568107166888	0.700441351837769	0	0	0.00245280562580727	9999	0.535659333565232	0.864287501155597
D_0_3_35	0.0902861048400121	0.117606222183939	0	0.118254723076088	0.663751369896605	0	0	0.0101015800033555	9999	0.50275931974244	0.879923979302721
D_0_3_117	0.0846603901935133	0.16496495366871	0	0.124290465649902	0.611389809824417	0	0	0.0146943806634573	9999	0.54513505020006	0.86854952680755
D_0_3_61	0.0708958856873363	0.146747281510018	0.00367211625095329	0.0993001096834633	0.675979539129917	0	0	0.00340506773831243	9999	0.574768806397305	0.856213499111852
D_0_3_53	0.0917115083293149	0.105773473337622	0.00365143792287378	0.127929411204812	0.662038086700239	0	0	0.00889608250513822	9999	0.510978623788125	0.876074657886617
D_0_3_172	0.0770946938504359	0.120219256060623	0.000665844869004354	0.0847980751583878	0.691052805391053	0	0	0.0261693246704961	9999	0.564262132064479	0.858021193125798
D_0_3_46	0.0964326108020693	0.18566651424793	0	0.125396081826227	0.58694494575763	0	0	0.00555984736614402	9999	0.470227810619326	0.89483176418913
D_0_3_51	0.0998440814895918	0.0999912203418072	0.0111770822863345	0.0854918880917414	0.703495727790525	0	0	0	9999	0.540081029261151	0.860829400640532
D_0_3_115	0.103038219572954	0.151591939102659	0	0.102886210096765	0.642483631227622	0	0	0	9999	0.504265573913794	0.878116432763277
D_0_3_41	0.092323853796344	0.125762534314825	0.010295525345885	0.107980289279127	0.65556950881436	0	0	0.00806828844945817	9999	0.593088800282147	0.844115219126887
D_0_3_144	0.10227196822055	0.133574300503782	0	0.11925040408153	0.644903327194138	0	0	0	9999	0.500781517711954	0.879026784749718
D_0_3_82	0.087375492652233	0.105678071135248	0.00934362467046011	0.109945223514111	0.670415313292726	0	0	0.0172422747352222	9999	0.53670500888773	0.86705675630489
D_0_3_101	0.10023707291235	0.111392871847209	0	0.132172658882006	0.65307150298765	0	0	0.00312589337078462	9999	0.525783724611399	0.868366028012212
D_0_3_104	0.0836452791839599	0.112392072805365	0.00661982639754112	0.0993473249778145	0.682231753529809	0	0	0.0157637431055112	9999	0.530068744217889	0.870108884795478
D_0_3_178	0.111547448517752	0.147400047340793	0.00744352498141778	0.112149034078319	0.611056810274412	0.00642388906571415	0	0.00397924574159153	9999	0.507232424968055	0.876143267357834
D_0_3_22	0.0954866390850587	0.122048884858841	0.00565362846953327	0.0863961813774667	0.68605376428683	0	0	0.00436090192226993	9999	0.561213099816369	0.85441495322393
D_0_3_105	0.0818295099042302	0.117775006395582	0	0.107949898047616	0.692445585652571	0	0	0	9999	0.550791229378942	0.860917439534591
