"Mixture"	"Neutrophils"	"Fibroblasts"	"Melanoma"	"Macrophage"	"Keratinocytes"	"T_cell"	"Endothelial"
"GSM198875"	"0.103004475726393"	"0.203563321679036"	"0"	"0.0841242627220545"	"0.573763653693266"	"0.00691078108907955"	"0.0296020978167233"
"GSM198876"	"0.0762742460133388"	"0.0995796538199479"	"0"	"0.0922947191346486"	"0.718142095294832"	"0.000706109077785223"	"0.0137092857372325"
"D_0_3_62"	"0.0823496600578059"	"0.148953213438499"	"0.00261539915963396"	"0.091132310363949"	"0.674949416980112"	"0.00148902132366997"	"0"
"D_0_3_23"	"0.0932460849019224"	"0.135021504806928"	"0.0453106615042689"	"0.137951656110584"	"0.575216884987368"	"0.00181509255136049"	"0.013253207688929"
"D_0_3_69"	"0.111275089647724"	"0.160079939691446"	"0"	"0.130393619224044"	"0.593967267191734"	"0.000330409581768214"	"0.00428408424505172"
"D_0_3_26"	"0.091295193000647"	"0.0976486011219837"	"0"	"0.142094672949152"	"0.668961532928217"	"0.00114215571117096"	"0"
"D_0_3_67"	"0.0975546544801697"	"0.158488677529849"	"0"	"0.146987420101719"	"0.596969247888262"	"0.000157193420050424"	"0"
"D_0_3_188"	"0.107419173056455"	"0.126642714488315"	"0"	"0.127352429447816"	"0.629043388350242"	"0.00206540724349232"	"0.00954229465717221"
"D_0_3_122"	"0.101690443004797"	"0.128967909903764"	"0"	"0.11494493557889"	"0.646944797710297"	"0.0004405468764913"	"0.00745191380225356"
"D_0_3_160"	"0.0912363292714646"	"0.11114423087877"	"0"	"0.0992447380846313"	"0.691928877469295"	"3.95327959410511e-06"	"0.00644582429583913"
"D_0_3_88"	"0.108324529491579"	"0.0979672702339447"	"0.000461293002946981"	"0.121709027967795"	"0.668911671695449"	"0.000537116047465204"	"0.0026262076082855"
"D_0_3_121"	"0.0806362253013495"	"0.106216131629706"	"0"	"0.0924785755765457"	"0.707601318194804"	"0.0130803538285013"	"0"
"D_0_3_146"	"0.101372436225452"	"0.0876836205546606"	"0"	"0.103948682353143"	"0.705690739234127"	"0.000176254372177401"	"0.00130452163261717"
"D_0_3_186"	"0.0919887177427791"	"0.11812761956473"	"0.00444460205188625"	"0.0770937574284331"	"0.705654828553959"	"0.00158368026637119"	"0.0026904746582122"
"D_0_3_8"	"0.0864144715831424"	"0.117789068390469"	"0"	"0.142189813253239"	"0.644286011494481"	"0.000467791789447757"	"0.00932063527866981"
"GSM198877"	"0.0817296266454485"	"0.109839869351438"	"0.000621455153323513"	"0.121388197720666"	"0.686420851129124"	"0.00119461174518081"	"0"
"D_0_3_5"	"0.115395972360424"	"0.125926438561572"	"0"	"0.148665389819553"	"0.603375999738816"	"0.000774581932133212"	"0.0066361995196361"
"D_0_3_74"	"0.0647536247035763"	"0.0945239052659659"	"0"	"0.112335263187424"	"0.724595561256505"	"8.71044537352376e-05"	"0.00379164558652859"
"D_0_3_135"	"0.0881586872612289"	"0.157664733847527"	"0.0021737091600357"	"0.125952658555031"	"0.626050211176177"	"0.000469110765083208"	"0"
"D_0_3_68"	"0.110791375985867"	"0.105060584617141"	"0"	"0.129236366492269"	"0.653960472174821"	"0.00121997896780791"	"0.000951200729901607"
"D_0_3_180"	"0.0988776261645963"	"0.146128089268702"	"0.00128399516723359"	"0.102738136633183"	"0.623815838638144"	"0.00510271153578447"	"0.0223196354293109"
"D_0_3_16"	"0.0985882794141413"	"0.143317422444055"	"0"	"0.110005858309686"	"0.619144225651188"	"0.00835618502408487"	"0.0209087495647502"
"D_0_3_181"	"0.0793987612046829"	"0.13004845795727"	"0.00216082486700757"	"0.0988101949989181"	"0.677847161574998"	"0.000747053715102164"	"0.0117345993971232"
"D_0_3_83"	"0.108412103907436"	"0.105668861527649"	"0"	"0.10672831924847"	"0.670592225533478"	"0.000217981211802357"	"0.00859848978296602"
"D_0_3_24"	"0.0985167109173285"	"0.150696070523331"	"0"	"0.119037262225469"	"0.631373451943579"	"0.000513716908811104"	"0.000376504390292743"
"D_0_3_10"	"0.118631245705446"	"0.103880388847593"	"0"	"0.118760942319681"	"0.656432689422759"	"0.000601813121611908"	"0.00229473370452165"
"D_0_3_154"	"0.0922648252927318"	"0.184008124007345"	"0"	"0.111648408918247"	"0.600293814046685"	"0.00154982186331112"	"0.011784827734991"
"D_0_3_11"	"0.0902847344942929"	"0.15097091334763"	"0"	"0.112218167015232"	"0.638127487666578"	"0.00170962282511647"	"0.00839869747626635"
"D_0_3_132"	"0.0923047796878946"	"0.120620998699896"	"0"	"0.121554637529136"	"0.665519584083073"	"0.0007701488026301"	"0"
"D_0_3_175"	"0.0863465667536678"	"0.103828728663499"	"0.011877520148406"	"0.0850649520317221"	"0.698405547115673"	"0.000716873043602934"	"0.014476685287032"
"D_0_3_85"	"0.0813852946448773"	"0.106160020522133"	"0"	"0.128539126585146"	"0.681071615522228"	"0.000111756428716729"	"0.00284394272561564"
"D_0_3_109"	"0.0841076611544241"	"0.151969728146568"	"0"	"0.12748817996212"	"0.635446208374918"	"0.0017739101138706"	"0.000988222361970489"
"D_0_3_89"	"0.0780081264931096"	"0.107229457299624"	"0.00570783923140319"	"0.113464571564382"	"0.684185927314805"	"0.000387577753587831"	"0.0114040780966757"
"D_0_3_70"	"0.0922343372552122"	"0.105514694564522"	"0"	"0.0993568107166888"	"0.700441351837769"	"0.00101403373518053"	"0.00245280562580727"
